Time,DWPC_max,HCLD_max,LCLD_max,MCLD_max,PRCP_max,PRES_max,TMPC_max,UWND_max,VWND_max,WSPD_max,DWPC_min,HCLD_min,LCLD_min,MCLD_min,PRCP_min,PRES_min,TMPC_min,UWND_min,VWND_min,WSPD_min,DWPC_mean,HCLD_mean,LCLD_mean,MCLD_mean,PRCP_mean,PRES_mean,TMPC_mean,UWND_mean,VWND_mean,WSPD_mean,DWPC_total,HCLD_total,LCLD_total,MCLD_total,PRCP_total,PRES_total,TMPC_total,UWND_total,VWND_total,WSPD_total
2011-11-26,11.76,99.0,100.0,99.0,6.54,987.8,13.04,4.8,8.5,8.598837130682265,5.37,85.0,0.0,0.0,0.0,981.2,7.14,0.0,-3.4,4.684015371452149,8.345,91.625,47.875,40.875,1.49125,984.1624999999999,9.8025,1.85,4.525,6.506181793191053,66.76,733.0,383.0,327.0,11.93,7873.299999999999,78.42,14.8,36.2,52.049454345528424
2011-11-27,7.38,99.0,100.0,100.0,1.83,989.4,9.04,3.2,-3.1,7.433034373659253,-0.84,0.0,28.0,1.0,0.0,981.7,3.44,-1.2,-7.1,4.455333881989093,2.99125,74.125,82.375,71.5,0.6287499999999999,985.8,6.015,1.5000000000000002,-5.6499999999999995,6.074514699447813,23.93,593.0,659.0,572.0,5.029999999999999,7886.4,48.12,12.000000000000002,-45.199999999999996,48.596117595582506
2011-11-28,0.08,94.0,99.0,93.0,0.07,991.0,4.64,-0.5,-4.3,8.372574275573793,-1.21,0.0,0.0,0.0,0.0,984.6,0.14,-2.3,-8.3,4.356604182158392,-0.34374999999999994,24.375,37.5,24.125,0.01,988.5000000000001,2.6650000000000005,-1.25,-5.975000000000001,6.12268210652781,-2.7499999999999996,195.0,300.0,193.0,0.08,7908.000000000001,21.320000000000004,-10.0,-47.80000000000001,48.98145685222248
2011-11-29,2.02,100.0,100.0,100.0,10.49,986.2,3.24,4.9,-6.8,9.381364506296512,-5.07,1.0,0.0,77.0,0.0,979.7,-1.56,-1.8,-9.2,7.66550715869472,0.19999999999999973,67.75,68.625,96.75,5.11875,982.4499999999999,2.04,1.0125000000000002,-8.2875,8.695238895356876,1.5999999999999979,542.0,549.0,774.0,40.95,7859.599999999999,16.32,8.100000000000001,-66.3,69.56191116285501
2011-11-30,-5.15,43.0,0.0,7.0,0.0,993.9,3.74,3.9,2.5,6.0307545133258404,-7.64,0.0,0.0,0.0,0.0,987.8,-2.16,1.2,-4.6,2.3021728866442674,-6.795,5.375,0.0,1.0,0.0,991.1374999999999,0.10249999999999992,2.8625,-1.125,3.7592812441597623,-54.36,43.0,0.0,8.0,0.0,7929.099999999999,0.8199999999999994,22.9,-9.0,30.0742499532781
2011-12-01,-2.65,71.0,0.0,29.0,0.0,999.2,4.54,2.3,3.5,3.668787265568828,-6.4,9.0,0.0,0.0,0.0,994.7,-1.36,0.5,0.3,2.3194827009486403,-4.572499999999999,47.625,0.0,7.25,0.0,997.0124999999999,0.9774999999999999,1.25,2.5125,3.0039910481347127,-36.57999999999999,381.0,0.0,58.0,0.0,7976.099999999999,7.819999999999999,10.0,20.1,24.031928385077702
2011-12-02,1.16,67.0,15.0,0.0,0.0,1002.8,5.34,2.5,2.9,3.6400549446402586,-2.15,11.0,0.0,0.0,0.0,999.1,-0.36,-2.6,-3.0,2.596150997149434,-0.46375000000000005,47.625,3.0,0.0,0.0,1001.1250000000001,1.9275,-1.025,-0.47500000000000003,2.971449022431713,-3.7100000000000004,381.0,24.0,0.0,0.0,8009.000000000001,15.42,-8.2,-3.8000000000000003,23.771592179453705
2011-12-03,3.78,97.0,98.0,98.0,0.08,1000.8,8.74,0.1,7.8,7.891767862779544,1.17,48.0,0.0,0.0,0.0,992.5,2.24,-2.4,3.7,3.7656340767525465,2.68375,79.125,30.625,43.25,0.01125,997.75,5.465,-1.0999999999999999,4.937499999999999,5.103981286851832,21.47,633.0,245.0,346.0,0.09,7982.0,43.72,-8.799999999999999,39.49999999999999,40.83185029481466
2011-12-04,7.8,101.0,87.0,99.0,6.54,997.6,8.94,5.7,9.3,9.32630687893123,1.16,0.0,0.0,19.0,0.0,987.7,3.74,-0.7,-3.5,3.0528675044947486,3.8024999999999998,73.875,46.75,69.625,1.23125,992.0500000000001,6.6025,2.5625,2.1500000000000004,5.755036922485985,30.419999999999998,591.0,374.0,557.0,9.85,7936.400000000001,52.82,20.5,17.200000000000003,46.04029537988788
2011-12-05,1.22,100.0,84.0,99.0,0.74,1000.6,4.24,0.8,-4.2,5.990826320300063,-1.26,0.0,0.0,0.0,0.0,995.5,0.34,-1.7,-5.8,4.2296571965113205,-0.17500000000000002,75.75,20.5,49.25,0.14250000000000002,997.2875,2.3525,-0.7125,-5.1625,5.26834299236039,-1.4000000000000001,606.0,164.0,394.0,1.1400000000000001,7978.3,18.82,-5.7,-41.3,42.14674393888312
2011-12-06,-0.64,0.0,85.0,28.0,0.0,997.9,3.24,0.3,-2.8,5.546169849544818,-3.02,0.0,0.0,0.0,0.0,995.8,-0.86,-2.4,-5.0,2.8160255680657444,-2.2399999999999998,0.0,40.875,6.625,0.0,996.7625,1.1525,-0.9874999999999999,-4.2250000000000005,4.410289624516809,-17.919999999999998,0.0,327.0,53.0,0.0,7974.1,9.22,-7.8999999999999995,-33.800000000000004,35.28231699613447
2011-12-07,-3.67,0.0,21.0,1.0,0.0,993.5,1.74,6.4,-0.7,6.462971452822611,-11.97,0.0,0.0,0.0,0.0,990.6,-2.56,-0.5,-2.5,2.2561028345356955,-6.93875,0.0,2.625,0.14285714285714285,0.0,992.075,-0.835,3.2499999999999996,-1.75,4.061203434360484,-55.51,0.0,21.0,1.0,0.0,7936.6,-6.68,25.999999999999996,-14.0,32.489627474883875
2011-12-08,-4.31,96.0,100.0,96.0,0.03,996.9,2.64,3.1,2.0,3.4409301068170506,-7.22,0.0,0.0,0.0,0.0,994.1,-2.76,1.6,-1.1,1.60312195418814,-6.2525,26.75,40.5,26.25,0.00375,995.6625,-0.49750000000000005,2.2750000000000004,0.3875,2.4941362417717867,-50.02,214.0,324.0,210.0,0.03,7965.3,-3.9800000000000004,18.200000000000003,3.1,19.953089934174294
2011-12-09,-2.61,97.0,83.0,100.0,0.31,1003.8,-0.36,3.9,-2.3,4.860041152089146,-11.72,0.0,0.0,0.0,0.0,996.3,-5.16,0.9,-3.6,2.823118842698621,-8.055,24.875,26.0,48.42857142857143,0.051250000000000004,999.8,-2.1100000000000003,2.3375,-2.825,3.773165179672193,-64.44,199.0,208.0,339.0,0.41000000000000003,7998.4,-16.880000000000003,18.7,-22.6,30.185321437377542
2011-12-10,-10.57,0.0,0.0,0.0,0.0,1006.6,-2.86,3.2,2.5,3.6715119501371634,-14.63,0.0,0.0,0.0,0.0,1004.1,-6.56,1.6,-1.8,2.4083189157584592,-12.545000000000002,0.0,0.0,0.0,0.0,1004.9000000000001,-5.035,2.5750000000000006,-0.03749999999999981,3.013065010911213,-100.36000000000001,0.0,0.0,0.0,0.0,8039.200000000001,-40.28,20.600000000000005,-0.2999999999999985,24.104520087289703
2011-12-11,-7.1,0.0,0.0,0.0,0.0,1004.4,2.74,1.5,4.8,4.903060268852505,-10.94,0.0,0.0,0.0,0.0,1001.6,-3.66,0.0,3.4,3.716180835212409,-9.245000000000001,0.0,0.0,0.0,0.0,1003.1000000000001,-1.2349999999999999,0.8125,4.1,4.207809550399105,-73.96000000000001,0.0,0.0,0.0,0.0,8024.800000000001,-9.879999999999999,6.5,32.8,33.66247640319284
2011-12-12,-3.6,91.0,44.0,74.0,0.0,1002.0,3.74,0.4,3.6,3.6124783736376886,-10.02,0.0,0.0,0.0,0.0,1000.1,-2.66,-0.5,2.8,2.8442925306655784,-7.6674999999999995,17.625,9.0,9.5,0.0,1001.25,0.11499999999999999,0.0625,3.2625,3.2731927344716465,-61.339999999999996,141.0,72.0,76.0,0.0,8010.0,0.9199999999999999,0.5,26.1,26.185541875773172
2011-12-13,3.65,98.0,96.0,97.0,3.19,1002.5,6.74,1.0,4.0,4.308131845707604,-2.8,21.0,15.0,0.0,0.0,999.1,0.94,-1.6,1.7,1.8384776310850235,-0.4437499999999999,61.25,59.75,38.875,0.5175,1001.125,3.5774999999999997,0.024999999999999967,2.9,3.0024557798212053,-3.5499999999999994,490.0,478.0,311.0,4.14,8009.0,28.619999999999997,0.19999999999999973,23.2,24.019646238569642
2011-12-14,11.62,99.0,99.0,96.0,3.67,997.4,12.24,3.2,8.6,9.176055797563569,3.89,81.0,26.0,0.0,0.0,983.1,4.34,-1.0,3.8,3.984971769034255,7.664999999999999,92.0,73.875,53.75,1.18,990.1750000000001,8.2775,0.9,6.0874999999999995,6.272268534329769,61.31999999999999,736.0,591.0,430.0,9.44,7921.400000000001,66.22,7.2,48.699999999999996,50.178148274638154
2011-12-15,12.07,99.0,98.0,1.0,0.68,994.9,12.74,8.0,7.8,8.469356528095863,-2.84,0.0,0.0,0.0,0.0,980.9,0.54,2.8,-4.9,5.6435804238089835,5.422500000000001,37.625,71.25,0.25,0.1825,986.1249999999999,8.0525,5.512499999999999,0.09999999999999998,7.163943415749798,43.38000000000001,301.0,570.0,2.0,1.46,7888.999999999999,64.42,44.099999999999994,0.7999999999999998,57.31154732599838
2011-12-16,-3.64,99.0,0.0,30.0,0.0,1001.0,1.64,2.5,-1.0,4.204759208325728,-5.96,0.0,0.0,0.0,0.0,998.0,-1.26,0.5,-3.8,1.9723082923316015,-5.147500000000001,68.125,0.0,6.75,0.0,999.6625,-0.18500000000000005,1.6249999999999998,-2.1875000000000004,2.8314930268516108,-41.18000000000001,545.0,0.0,54.0,0.0,7997.3,-1.4800000000000004,12.999999999999998,-17.500000000000004,22.651944214812886
2011-12-17,-2.79,44.0,72.0,48.0,0.0,1000.1,3.34,4.9,2.8,5.1244511901275835,-6.97,0.0,0.0,0.0,0.0,994.6,-1.66,1.2,-1.4,1.3,-5.451249999999999,16.125,10.25,8.75,0.0,997.2875,0.10250000000000002,3.0124999999999997,0.8374999999999999,3.4539466180773863,-43.60999999999999,129.0,82.0,70.0,0.0,7978.3,0.8200000000000002,24.099999999999998,6.699999999999999,27.63157294461909
2011-12-18,1.13,84.0,0.0,0.0,0.0,997.2,5.54,4.4,6.0,6.4257295305669375,-3.08,0.0,0.0,0.0,0.0,990.7,-1.76,1.2,-1.1,2.5,-1.2737500000000002,19.5,0.0,0.0,0.0,994.8249999999998,1.54,2.275,2.5875,4.363090002933197,-10.190000000000001,156.0,0.0,0.0,0.0,7958.5999999999985,12.32,18.2,20.7,34.90472002346558
2011-12-19,4.91,90.0,96.0,96.0,2.94,992.5,8.34,4.9,5.5,6.466065264130885,1.53,5.0,0.0,0.0,0.0,987.5,3.04,-2.2,-4.2,0.4242640687119285,3.4287500000000004,53.5,50.75,38.0,0.74125,989.3375,5.04,2.3000000000000003,2.3875,4.695245219065219,27.430000000000003,428.0,406.0,304.0,5.93,7914.7,40.32,18.400000000000002,19.1,37.56196175252175
2011-12-20,4.6,100.0,98.0,100.0,1.8,993.1,5.44,-1.6,0.9,5.63648826841678,0.97,1.0,62.0,0.0,0.0,984.0,2.64,-5.1,-3.7,1.8357559750685817,2.8475,66.75,77.375,46.5,0.6875000000000001,988.4625,4.065,-3.8625000000000003,-1.0999999999999996,4.242553234638221,22.78,534.0,619.0,372.0,5.500000000000001,7907.7,32.52,-30.900000000000002,-8.799999999999997,33.94042587710577
2011-12-21,7.05,77.0,99.0,59.0,0.27,989.0,8.24,5.8,2.4,5.830951894845301,2.9,0.0,5.0,0.0,0.0,978.5,5.34,0.5,-1.6,2.3537204591879637,5.03625,11.428571428571429,69.0,12.5,0.09375000000000001,982.6625,6.852499999999999,3.45,0.36249999999999993,3.8804894273672392,40.29,80.0,552.0,100.0,0.7500000000000001,7861.3,54.81999999999999,27.6,2.8999999999999995,31.043915418937914
2011-12-22,2.63,99.0,8.0,98.0,0.04,994.4,5.34,1.7,2.7,4.517742799230606,0.68,0.0,0.0,0.0,0.0,988.2,1.84,0.0,-4.5,0.4,1.8275,64.75,1.0,43.5,0.007500000000000001,990.6624999999999,3.5274999999999994,0.8500000000000001,-0.9750000000000001,2.5943118288359828,14.62,518.0,8.0,348.0,0.060000000000000005,7925.299999999999,28.219999999999995,6.800000000000001,-7.800000000000001,20.754494630687862
2011-12-23,0.04,0.0,93.0,0.0,0.01,999.9,2.24,4.0,2.4,5.813776741499453,-5.83,0.0,0.0,0.0,0.0,995.8,-1.66,0.4,-5.8,2.5,-3.5012499999999998,0.0,21.375,0.0,0.00125,998.1625,0.25250000000000006,2.15,-1.3999999999999997,3.956959571399164,-28.009999999999998,0.0,171.0,0.0,0.01,7985.3,2.0200000000000005,17.2,-11.199999999999998,31.65567657119331
2011-12-24,-4.09,0.0,2.0,13.0,0.0,1001.0,3.04,4.0,3.0,4.686149805543993,-7.82,0.0,0.0,0.0,0.0,998.5,-2.16,2.5,1.2,2.773084924772409,-6.215,0.0,0.25,1.625,0.0,999.5375,-0.17249999999999996,3.4,2.125,4.053718367972012,-49.72,0.0,2.0,13.0,0.0,7996.3,-1.3799999999999997,27.2,17.0,32.429746943776095
2011-12-25,-2.36,0.0,0.0,9.0,0.0,1000.6,5.14,7.8,2.5,7.831347265956223,-3.99,0.0,0.0,0.0,0.0,995.5,-0.66,3.1,-3.2,3.920459156782532,-3.0374999999999996,0.0,0.0,2.142857142857143,0.0,997.1875,1.2149999999999999,5.3125,-0.4875,5.820737607829024,-24.299999999999997,0.0,0.0,15.0,0.0,7977.5,9.719999999999999,42.5,-3.9,46.56590086263219
2011-12-26,-1.03,99.0,0.0,99.0,0.31,1001.0,4.74,2.8,5.1,5.10881590977792,-3.84,0.0,0.0,0.0,0.0,989.6,-1.36,-0.5,-0.9,0.8602325267042626,-2.62625,35.125,0.0,21.125,0.03875,996.5250000000001,1.265,0.9875000000000002,2.2125,3.1466537670410455,-21.01,281.0,0.0,169.0,0.31,7972.200000000001,10.12,7.900000000000001,17.7,25.173230136328364
2011-12-27,0.7,99.0,96.0,97.0,1.3,987.8,3.44,7.7,2.4,8.969392398596463,-5.35,0.0,0.0,0.0,0.0,977.5,-2.46,0.4,-5.3,2.433105012119288,-0.9275,36.875,70.5,48.0,0.36125,981.4875,1.1400000000000001,4.7125,-2.2249999999999996,5.998885871327073,-7.42,295.0,564.0,336.0,2.89,7851.9,9.120000000000001,37.7,-17.799999999999997,47.991086970616585
2011-12-28,-2.7,42.0,2.0,32.0,0.0,991.1,1.04,3.6,4.9,5.069516742254631,-7.35,0.0,0.0,0.0,0.0,986.6,-3.76,1.2,-3.0,2.9410882339705484,-5.31625,8.25,0.25,10.714285714285714,0.0,989.0875000000001,-1.7725000000000004,2.5875,0.7125000000000001,3.8545662102878766,-42.53,66.0,2.0,75.0,0.0,7912.700000000001,-14.180000000000003,20.7,5.700000000000001,30.836529682303013
2011-12-29,3.34,72.0,36.0,93.0,0.02,983.8,5.34,6.3,5.3,7.306161783043133,-0.69,0.0,0.0,0.0,0.0,977.0,0.34,2.6,3.2,4.669047011971501,1.125,38.142857142857146,12.375,50.625,0.00375,979.5875,2.59,3.6,4.175,5.611397728140544,9.0,267.0,99.0,405.0,0.03,7836.7,20.72,28.8,33.4,44.89118182512435
2011-12-30,4.95,96.0,70.0,92.0,1.73,984.2,9.04,9.7,6.8,9.946356116689168,-0.48,0.0,0.0,0.0,0.0,974.6,2.04,1.1,-3.7,4.632493928760188,2.6674999999999995,31.5,43.625,36.5,0.41624999999999995,977.5625,5.64,5.1875,2.3000000000000003,7.197315469205919,21.339999999999996,252.0,349.0,292.0,3.3299999999999996,7820.5,45.12,41.5,18.400000000000002,57.57852375364735
2011-12-31,3.89,0.0,83.0,3.0,0.0,989.1,7.44,6.1,8.9,8.95600357302296,-2.03,0.0,0.0,0.0,0.0,980.9,-0.66,-0.3,-4.0,2.7073972741361767,1.0250000000000001,0.0,11.875,0.5,0.0,985.3,3.4025000000000003,1.8874999999999995,3.0875000000000004,5.821125733027334,8.200000000000001,0.0,95.0,3.0,0.0,7882.4,27.220000000000002,15.099999999999996,24.700000000000003,46.569005864218674
2012-01-01,5.22,3.0,97.0,4.0,0.21,993.0,6.64,13.1,9.6,13.692698784388707,-7.15,0.0,0.0,0.0,0.0,972.8,-2.16,0.0,-4.5,8.268010643437755,-2.8425,0.7142857142857143,31.75,0.5,0.0475,983.7000000000002,1.8025000000000002,9.1625,-0.03750000000000009,11.379961328175828,-22.74,5.0,254.0,4.0,0.38,7869.600000000001,14.420000000000002,73.3,-0.3000000000000007,91.03969062540662
2012-01-02,-9.16,0.0,98.0,0.0,0.08,999.2,-2.96,9.2,-5.0,10.929318368498556,-16.16,0.0,1.0,0.0,0.0,994.0,-7.56,3.8,-8.1,8.497058314499201,-13.68375,0.0,68.625,0.0,0.0325,995.6874999999999,-5.01,7.225,-6.7,10.03281669212852,-109.47,0.0,549.0,0.0,0.26,7965.499999999999,-40.08,57.8,-53.6,80.26253353702816
2012-01-03,-15.7,76.0,0.0,9.0,0.0,1002.3,-2.86,3.3,6.5,6.673080248281149,-17.65,0.0,0.0,0.0,0.0,992.8,-8.76,0.4,-5.8,3.157530680769389,-16.942499999999995,13.0,0.0,2.125,0.0,999.2250000000001,-5.9725,2.3249999999999997,0.3124999999999999,4.778390196281247,-135.53999999999996,104.0,0.0,17.0,0.0,7993.800000000001,-47.78,18.599999999999998,2.499999999999999,38.22712157024998
2012-01-04,-2.87,97.0,0.0,94.0,0.0,992.1,3.24,5.5,6.7,7.021395872616782,-13.76,0.0,0.0,0.0,0.0,989.4,-3.36,2.1,-2.0,3.7336309405188937,-6.5125,33.25,0.0,24.25,0.0,990.4375,-0.6099999999999999,3.8875,1.5000000000000002,5.32258531608972,-52.1,266.0,0.0,194.0,0.0,7923.5,-4.879999999999999,31.1,12.000000000000002,42.58068252871776
2012-01-05,1.66,40.0,0.0,4.0,0.0,991.4,5.44,4.8,3.4,5.6859475903318,-5.41,0.0,0.0,0.0,0.0,983.9,-1.86,3.5,-0.8,3.5902646142032486,-1.91375,22.75,0.0,0.5,0.0,987.8499999999999,1.4025,4.0375000000000005,2.225,4.753169733434251,-15.31,182.0,0.0,4.0,0.0,7902.799999999999,11.22,32.300000000000004,17.8,38.02535786747401
2012-01-06,4.49,45.0,0.0,10.0,0.0,985.4,8.84,6.1,3.9,6.797793759742937,1.24,0.0,0.0,0.0,0.0,981.8,2.84,2.9,-2.1,3.5805027579936315,2.59625,17.375,0.0,1.25,0.0,982.8749999999998,5.077500000000001,4.5875,1.9749999999999999,5.467832689614335,20.77,139.0,0.0,10.0,0.0,7862.999999999998,40.620000000000005,36.7,15.799999999999999,43.74266151691468
2012-01-07,3.41,93.0,10.0,92.0,0.0,995.9,5.34,3.2,-2.1,4.967896939349688,-2.2,1.0,0.0,0.0,0.0,984.3,0.74,-0.3,-4.3,2.1213203435596424,-0.85125,44.0,1.25,24.0,0.0,990.6124999999998,3.2899999999999996,1.7375000000000003,-3.2875,3.818565062024408,-6.81,352.0,10.0,192.0,0.0,7924.899999999999,26.319999999999997,13.900000000000002,-26.3,30.548520496195263
2012-01-08,-1.96,76.0,0.0,96.0,0.0,999.2,3.54,-1.4,-1.1,3.220248437620924,-3.9,16.0,0.0,1.0,0.0,995.7,-1.06,-2.7,-2.9,2.37065391822594,-3.1599999999999997,44.75,0.0,53.625,0.0,998.0,0.69,-2.2125,-1.65,2.819810589389428,-25.279999999999998,358.0,0.0,429.0,0.0,7984.0,5.52,-17.7,-13.2,22.558484715115423
2012-01-09,-1.94,1.0,0.0,58.0,0.0,997.5,5.64,5.2,1.9,5.5362442142665635,-4.66,0.0,0.0,0.0,0.0,991.0,-0.46,-1.4,-0.1,1.3601470508735445,-3.5362500000000003,0.125,0.0,12.0,0.0,993.8749999999999,1.9525,2.7,0.975,3.395926464217211,-28.290000000000003,1.0,0.0,96.0,0.0,7950.999999999999,15.62,21.6,7.8,27.16741171373769
2012-01-10,0.16,71.0,0.0,0.0,0.0,990.9,7.64,4.0,1.9,4.272001872658765,-2.56,0.0,0.0,0.0,0.0,985.3,0.04,-2.3,-1.5,1.5231546211727816,-1.3124999999999998,13.0,0.0,0.0,0.0,988.725,2.94,1.0499999999999998,0.8125,2.49453232725186,-10.499999999999998,91.0,0.0,0.0,0.0,7909.8,23.52,8.399999999999999,6.5,19.95625861801488
2012-01-11,2.57,99.0,97.0,76.0,0.2,982.1,5.94,2.6,2.1,5.024937810560445,-0.51,30.0,0.0,0.0,0.0,972.2,2.54,-3.8,-4.3,3.5902646142032486,0.68625,82.125,47.875,28.25,0.061250000000000006,975.8249999999999,3.9524999999999997,-1.3000000000000003,-1.875,4.005255094473851,5.49,657.0,383.0,226.0,0.49000000000000005,7806.599999999999,31.619999999999997,-10.400000000000002,-15.0,32.04204075579081
2012-01-12,0.32,86.0,100.0,100.0,1.03,975.2,2.34,8.5,-3.0,9.674709297958259,-9.02,0.0,0.0,0.0,0.0,972.5,-6.36,2.8,-4.8,4.1036569057366385,-4.455,23.375,68.5,64.0,0.455,973.6375,-2.0475,5.9624999999999995,-3.8625,7.197668682564281,-35.64,187.0,548.0,512.0,3.64,7789.1,-16.38,47.699999999999996,-30.9,57.58134946051425
2012-01-13,-10.71,47.0,100.0,92.0,0.16,991.0,-6.96,9.8,-1.4,10.220078277586724,-11.49,0.0,76.0,0.0,0.0,977.0,-8.56,4.5,-3.4,4.8846698967279245,-11.0525,14.25,90.75,28.5,0.08125000000000002,984.5875,-7.922500000000001,7.325,-2.3874999999999997,7.720934063182407,-88.42,114.0,726.0,228.0,0.6500000000000001,7876.7,-63.38000000000001,58.6,-19.099999999999998,61.76747250545925
2012-01-14,-8.06,40.0,76.0,90.0,0.03,995.0,-4.56,3.0,1.8,3.0265491900843107,-12.8,0.0,0.0,0.0,0.0,990.3,-11.36,-1.0,-1.5,0.9219544457292888,-10.69125,8.75,20.0,30.25,0.00375,991.625,-8.5725,1.375,0.32500000000000007,2.1766782469059445,-85.53,70.0,160.0,242.0,0.03,7933.0,-68.58,11.0,2.6000000000000005,17.413425975247556
2012-01-15,-3.31,4.0,0.0,0.0,0.0,1000.0,-0.86,1.6,7.6,7.6,-11.88,0.0,0.0,0.0,0.0,992.5,-9.56,-1.2,-1.1,1.392838827718412,-7.317500000000001,0.5,0.0,0.0,0.0,996.9375,-5.2475000000000005,0.16250000000000003,4.300000000000001,4.837890072716365,-58.540000000000006,4.0,0.0,0.0,0.0,7975.5,-41.980000000000004,1.3000000000000003,34.400000000000006,38.70312058173092
2012-01-16,6.35,72.0,99.0,80.0,1.47,991.4,6.64,3.4,7.2,7.2532751223154355,-3.96,0.0,0.0,0.0,0.0,980.8,-2.06,0.6,2.9,4.468780594300866,2.245,32.25,51.625,18.625,0.41000000000000003,985.4625000000001,2.9525,1.575,6.0375,6.371977382487848,17.96,258.0,413.0,149.0,3.2800000000000002,7883.700000000001,23.62,12.6,48.3,50.97581905990278
2012-01-17,9.52,62.0,100.0,98.0,4.13,995.1,10.04,9.8,5.3,10.584894897919394,-9.42,0.0,91.0,0.0,0.0,976.3,-4.56,3.8,-6.6,5.015974481593781,0.3737499999999996,14.75,94.625,30.25,0.85625,983.7624999999999,2.9149999999999996,6.1125,-2.4,7.743827994317567,2.9899999999999967,118.0,757.0,242.0,6.85,7870.099999999999,23.319999999999997,48.9,-19.2,61.95062395454054
2012-01-18,-9.8,18.0,63.0,71.0,0.0,998.1,-1.16,3.1,6.8,7.147027354082256,-14.42,0.0,0.0,0.0,0.0,986.5,-7.16,-0.4,-5.0,1.7720045146669352,-12.726249999999999,2.5,8.875,14.375,0.0,994.1374999999999,-4.5975,1.5625,1.3874999999999997,4.487068576978163,-101.80999999999999,20.0,71.0,115.0,0.0,7953.099999999999,-36.78,12.5,11.099999999999998,35.8965486158253
2012-01-19,-5.73,92.0,97.0,99.0,0.58,992.9,-2.06,4.3,7.0,7.502666192761077,-18.0,0.0,0.0,0.0,0.0,982.9,-9.86,1.8,-5.3,3.705401462729781,-11.45875,53.125,32.75,57.0,0.13874999999999998,986.7749999999999,-4.81,3.0500000000000003,-1.3125,5.428861475947083,-91.67,425.0,262.0,456.0,1.1099999999999999,7894.199999999999,-38.48,24.400000000000002,-10.5,43.430891807576664
2012-01-20,-7.11,100.0,92.0,101.0,0.43,992.9,-5.06,-1.5,1.3,5.412947441089743,-16.69,38.0,0.0,0.0,0.0,986.7,-11.46,-5.3,-4.3,3.1780497164141406,-12.195,76.375,24.75,60.375,0.1075,990.1625,-8.26,-3.1875,-1.0625,3.874422999663556,-97.56,611.0,198.0,483.0,0.86,7921.3,-66.08,-25.5,-8.5,30.995383997308448
2012-01-21,-7.37,100.0,100.0,100.0,0.01,993.0,-4.26,-1.7,1.5,5.281098370604358,-11.16,0.0,0.0,0.0,0.0,988.3,-9.36,-4.5,-5.0,4.019950248448357,-9.004999999999999,40.0,28.857142857142858,16.75,0.00125,990.7375,-6.81,-3.2125,-2.6249999999999996,4.788353166697284,-72.03999999999999,320.0,202.0,134.0,0.01,7925.9,-54.48,-25.7,-20.999999999999996,38.306825333578274
2012-01-22,7.92,68.0,99.0,44.0,7.86,990.8,8.44,-1.6,7.4,7.912016177940992,-7.65,0.0,0.0,0.0,0.0,971.9,-6.66,-3.8,3.4,5.0990195135927845,-0.46375000000000033,35.75,68.25,5.5,1.0862500000000002,982.7624999999999,0.4149999999999998,-2.95,5.5875,6.429195696649938,-3.7100000000000026,286.0,546.0,44.0,8.690000000000001,7862.099999999999,3.3199999999999985,-23.6,44.7,51.4335655731995
2012-01-23,9.84,100.0,100.0,95.0,0.35,985.0,10.64,10.2,9.2,10.816653826391967,-3.23,0.0,25.0,0.0,0.0,968.5,-0.76,0.0,0.2,6.0033324079214525,1.1187500000000001,21.5,77.125,17.125,0.1275,975.45,3.5025,6.387499999999999,4.425000000000001,8.889387972589672,8.950000000000001,172.0,617.0,137.0,1.02,7803.6,28.02,51.099999999999994,35.400000000000006,71.11510378071738
2012-01-24,-3.58,53.0,64.0,5.0,0.0,999.3,2.34,4.6,0.3,4.6097722286464435,-6.18,0.0,0.0,0.0,0.0,988.9,-3.16,-1.3,-1.7,1.0049875621120892,-4.7225,13.375,8.25,0.625,0.0,995.0999999999999,-1.0975000000000001,2.6500000000000004,-0.8,3.245678950382692,-37.78,107.0,66.0,5.0,0.0,7960.799999999999,-8.780000000000001,21.200000000000003,-6.4,25.965431603061536
2012-01-25,-2.83,99.0,50.0,99.0,0.41,1000.2,1.04,-1.1,2.9,3.2802438933713454,-5.42,52.0,0.0,0.0,0.0,993.8,-1.76,-2.3,-1.1,1.5132745950421556,-4.17,83.0,8.75,38.375,0.055,997.3375000000001,-0.5850000000000001,-1.7875,1.0375,2.505694740974737,-33.36,664.0,70.0,307.0,0.44,7978.700000000001,-4.680000000000001,-14.3,8.3,20.045557927797898
2012-01-26,0.73,96.0,54.0,99.0,0.01,991.6,5.74,4.5,1.5,4.560701700396551,-2.81,1.0,0.0,0.0,0.0,983.2,-2.46,-0.3,-2.8,0.7280109889280517,-0.8912499999999999,62.375,11.375,34.0,0.00125,987.0625,0.9275,2.625,-0.35,3.0627495122822808,-7.129999999999999,499.0,91.0,238.0,0.01,7896.5,7.42,21.0,-2.8,24.501996098258246
2012-01-27,0.09,99.0,97.0,97.0,0.53,988.2,4.24,4.0,4.2,5.517245689653488,-2.75,0.0,0.0,0.0,0.0,979.2,-0.96,1.5,-3.8,2.9154759474226504,-1.0875,51.42857142857143,43.875,39.5,0.10250000000000001,985.0875,1.6150000000000002,3.025,-0.9125000000000002,4.259568213807461,-8.7,360.0,351.0,316.0,0.8200000000000001,7880.7,12.920000000000002,24.2,-7.300000000000002,34.07654571045969
