Time,DWPC,HCLD,LCLD,MCLD,PRCP,PRES,TMPC,UWND,VWND,WSPD
2010-01-02,-13.74,0.0,100.0,1.0,0.04,1002.0,-11.26,4.9,-4.0,7.323933369440223
2010-01-03,-14.21,42.0,7.0,1.0,0.0,1001.8,-10.16,3.6,-2.5,4.6872166581031856
2010-01-04,-12.63,95.0,99.0,91.0,0.03,999.8,-9.96,4.4,-3.5,5.941380311005179
2010-01-05,-10.75,97.0,101.0,96.0,0.03,997.3,-8.46,4.6,-2.7,5.685068161420759
2010-01-06,-9.45,90.0,100.0,100.0,0.05,996.0,-7.16,3.6,0.1,3.7947331922020555
2010-01-07,-6.13,100.0,100.0,100.0,2.06,992.5,-5.46,5.3,2.4,6.888396039717811
2010-01-08,-4.15,34.0,100.0,6.0,0.63,1000.0,-3.46,6.9,-2.0,9.548298277703731
2010-01-09,-10.81,6.0,100.0,0.0,0.02,1004.9,-8.56,2.9,-2.4,4.441846462902562
2010-01-10,-9.09,80.0,3.0,62.0,0.0,1005.7,-7.26,4.3,5.7,6.8249542123006215
2010-01-11,-4.06,100.0,100.0,100.0,0.32,999.4,-2.86,5.8,5.2,7.424957912338629
2010-01-12,-5.01,71.0,100.0,2.0,0.08,1003.8,-3.86,3.6,2.2,6.161168720299744
2010-01-13,-1.05,8.0,0.0,0.0,0.0,1000.3,0.34,3.3,5.8,6.673080248281149
2010-01-14,1.07,95.0,100.0,1.0,0.22,993.5,1.24,2.8,5.2,5.813776741499454
2010-01-15,1.28,76.0,101.0,2.0,0.2,997.9,1.64,3.0,0.9,3.132091952673165
2010-01-16,-0.05,100.0,20.0,3.0,0.0,998.0,2.54,1.8,2.0,2.4413111231467406
2010-01-17,-1.39,100.0,2.0,96.0,0.0,987.1,2.44,2.6,-0.3,3.4132096331752027
2010-01-18,0.14,100.0,2.0,100.0,0.17,988.9,2.34,3.4,1.1,3.4525353003264136
2010-01-19,-1.8,74.0,4.0,86.0,0.02,988.6,1.44,0.6,-1.5,3.623534186398688
2010-01-20,0.79,100.0,100.0,100.0,2.32,987.9,1.04,-3.5,1.9,7.66550715869472
2010-01-21,2.04,100.0,100.0,100.0,2.02,981.1,2.54,-5.6,1.1,8.367197858303577
2010-01-22,1.38,99.0,100.0,100.0,0.11,984.4,2.24,-0.8,0.8,5.830951894845301
2010-01-23,6.94,100.0,100.0,100.0,0.39,985.4,7.84,-2.3,7.6,8.883692925805123
2010-01-24,6.46,100.0,100.0,100.0,15.16,970.7,7.34,7.8,9.9,12.182774724995944
2010-01-25,-2.03,34.0,100.0,100.0,0.76,975.6,-0.06,9.7,3.1,9.865596788841513
2010-01-26,-6.69,47.0,100.0,100.0,0.43,992.0,-4.46,9.5,0.2,9.502105029939418
2010-01-27,-3.81,97.0,101.0,100.0,0.08,995.3,-0.66,5.5,3.7,5.5
2010-01-28,-4.29,100.0,86.0,21.0,0.0,1004.2,-2.66,5.9,-2.3,6.96419413859206
2010-01-29,-10.81,100.0,1.0,101.0,0.0,1003.8,-8.06,-0.4,-1.6,5.5901699437494745
2010-01-30,-10.09,100.0,10.0,100.0,0.0,996.9,-4.46,-0.8,-0.6,5.517245689653488
2010-01-31,-7.22,0.0,49.0,24.0,0.0,997.0,-1.86,4.4,0.7,4.491102314577124
2010-02-01,-4.45,100.0,69.0,100.0,0.01,997.8,0.24,0.4,3.5,3.6400549446402586
2010-02-02,-0.97,37.0,100.0,100.0,0.14,992.4,1.24,4.2,3.5,4.477722635447623
2010-02-03,-3.75,94.0,100.0,0.0,0.1,1000.3,0.54,4.7,-0.7,4.99799959983992
2010-02-04,-1.93,100.0,16.0,101.0,0.8,1000.6,-0.06,-2.2,1.4,5.4083269131959835
2010-02-05,-0.04,100.0,100.0,100.0,2.64,991.3,0.44,-4.5,-0.5,8.275868534480232
2010-02-06,-1.87,100.0,100.0,100.0,0.4,994.5,-1.06,-0.7,-3.0,10.218121158021177
2010-02-07,-6.38,66.0,15.0,96.0,0.0,994.5,-3.16,-1.1,0.3,2.8160255680657444
2010-02-08,-4.68,100.0,97.0,100.0,0.33,994.9,-2.96,-1.7,2.3,5.008991914547277
2010-02-09,-4.19,100.0,100.0,100.0,1.7,988.3,-3.46,5.5,0.7,9.544108130150248
2010-02-10,-5.03,0.0,100.0,98.0,0.66,994.5,-4.16,7.7,-3.3,10.818964830333817
2010-02-11,-4.56,15.0,100.0,4.0,0.03,994.6,-2.46,3.2,-0.5,4.031128874149275
2010-02-12,-6.22,4.0,94.0,93.0,0.04,992.1,-3.56,0.7,1.7,3.178049716414141
2010-02-13,-5.12,30.0,52.0,2.0,0.0,988.9,-2.76,2.5,-1.9,3.4132096331752027
2010-02-14,-4.66,69.0,90.0,100.0,0.0,986.7,-2.06,0.8,-1.4,4.373785545725808
2010-02-15,-5.94,99.0,100.0,100.0,0.55,984.2,-4.16,4.1,-2.7,7.357309290766564
2010-02-16,-2.99,2.0,100.0,90.0,0.28,986.1,-1.86,6.0,-2.5,7.102112361825881
2010-02-17,-3.92,39.0,100.0,0.0,0.18,988.4,-2.46,4.3,-2.5,5.374011537017761
2010-02-18,-0.08,1.0,100.0,0.0,0.09,991.1,0.84,4.5,-1.4,4.846648326421054
2010-02-19,-0.49,100.0,96.0,101.0,0.56,993.5,0.94,3.1,2.5,3.2572994949804666
2010-02-20,0.99,100.0,101.0,100.0,0.26,993.4,1.44,0.4,3.9,4.110960958218893
2010-02-21,0.8,101.0,100.0,100.0,5.22,990.5,1.04,-0.3,1.4,5.300943312279429
2010-02-22,1.14,100.0,100.0,100.0,1.01,982.4,1.34,4.3,1.3,7.463243262818115
2010-02-23,-0.42,79.0,100.0,99.0,0.59,987.1,1.24,4.2,-1.1,4.661544808322667
2010-02-24,-3.48,55.0,100.0,70.0,0.43,990.1,-2.36,5.3,-1.7,8.472307831990053
2010-02-25,-4.21,0.0,100.0,18.0,0.37,993.0,-2.16,5.8,-4.1,7.993122043357027
2010-02-26,-5.7,10.0,57.0,1.0,0.0,992.1,-0.36,4.8,-3.0,7.150524456289903
2010-02-27,-2.9,98.0,100.0,100.0,0.52,987.6,0.24,4.3,-3.6,5.813776741499454
2010-02-28,-0.56,44.0,100.0,0.0,0.15,991.1,1.94,4.0,-2.7,5.185556864985669
2010-03-01,-1.0,100.0,101.0,38.0,0.14,993.8,1.94,0.6,-2.6,5.1009802979427405
2010-03-02,-1.74,94.0,100.0,13.0,0.17,992.4,1.24,0.1,-3.3,6.400781202322104
2010-03-03,-2.63,78.0,100.0,95.0,0.06,991.0,2.34,1.4,-3.2,5.141984052872977
2010-03-04,-2.33,0.0,97.0,0.0,0.01,995.0,4.04,1.6,-2.1,4.301162633521313
2010-03-05,-1.04,0.0,67.0,0.0,0.0,999.2,5.14,-0.5,-1.2,2.8425340807103794
2010-03-06,1.26,0.0,2.0,3.0,0.0,1001.3,8.54,0.5,3.0,3.1048349392520045
2010-03-07,4.1,11.0,100.0,100.0,2.08,997.1,5.04,2.0,6.0,6.007495318350236
2010-03-08,5.72,44.0,100.0,1.0,0.07,991.9,10.74,1.9,1.7,2.483948469674844
2010-03-09,7.69,100.0,100.0,99.0,1.51,987.3,8.74,-2.2,5.4,6.276941930590088
2010-03-10,11.33,100.0,100.0,92.0,1.24,977.2,17.04,3.7,6.7,7.653757247260982
2010-03-11,11.63,101.0,100.0,100.0,6.33,977.1,13.24,1.5,5.0,7.468600939935137
2010-03-12,10.8,100.0,100.0,100.0,10.74,977.6,11.64,3.1,1.7,12.662148316932635
2010-03-13,7.67,100.0,100.0,100.0,1.11,975.8,10.24,1.7,5.9,7.150524456289903
2010-03-14,4.68,100.0,100.0,29.0,0.36,987.6,6.24,-0.3,-4.9,7.300684899377591
2010-03-15,4.22,96.0,100.0,3.0,0.14,996.2,6.54,0.8,-4.0,5.4083269131959835
2010-03-16,6.65,72.0,100.0,66.0,0.02,996.5,13.04,1.0,-1.4,3.298484500494129
2010-03-17,4.24,90.0,5.0,4.0,0.0,994.5,13.24,0.1,-0.4,3.8013155617496426
2010-03-18,8.4,33.0,0.0,0.0,0.0,991.4,15.14,4.7,1.5,4.767598976424087
2010-03-19,7.52,100.0,13.0,28.0,0.0,987.0,14.44,3.9,3.7,5.0931326312987375
2010-03-20,7.88,100.0,100.0,88.0,1.12,991.1,9.94,1.6,4.0,7.961155694998058
2010-03-21,7.42,101.0,100.0,90.0,1.64,990.0,10.14,-3.5,-3.9,8.198780397107853
2010-03-22,6.55,100.0,101.0,100.0,0.44,982.7,9.24,0.0,-4.1,8.160882305241266
2010-03-23,7.54,74.0,47.0,75.0,0.0,988.0,14.14,4.3,1.2,4.464302857109944
2010-03-24,8.97,100.0,50.0,100.0,0.42,990.6,13.44,1.8,1.2,4.504442251822083
2010-03-25,9.55,100.0,100.0,100.0,16.49,988.2,9.94,-1.6,-0.2,9.52732911156112
2010-03-26,-1.12,100.0,16.0,52.0,0.0,993.6,6.44,-1.3,2.3,6.45600495662759
2010-03-27,5.39,101.0,39.0,100.0,1.65,992.5,10.64,-2.4,3.8,5.032891812864649
2010-03-28,9.1,101.0,100.0,100.0,9.37,985.5,9.44,0.1,1.7,7.400675644831357
2010-03-29,4.69,11.0,8.0,0.0,0.0,989.1,10.34,1.0,-2.3,6.519202405202648
2010-03-30,8.65,8.0,0.0,0.0,0.0,989.6,14.84,1.6,4.9,4.901020301937138
2010-03-31,13.61,100.0,0.0,0.0,0.0,985.1,19.34,3.0,7.7,8.00812087820857
2010-04-01,15.94,100.0,84.0,0.0,0.0,985.2,21.24,2.1,7.7,7.766595135579039
2010-04-02,12.87,101.0,7.0,2.0,0.0,984.7,20.74,1.9,8.5,8.584287972802404
2010-04-03,12.51,100.0,100.0,100.0,6.66,990.5,14.74,7.3,7.2,7.343704787094863
2010-04-04,13.86,98.0,48.0,72.0,0.07,991.0,20.34,0.9,8.0,8.050465825031493
2010-04-05,17.48,94.0,100.0,64.0,3.22,990.8,22.64,6.2,8.1,9.090654541890807
2010-04-06,17.64,18.0,100.0,3.0,0.55,983.4,22.54,4.1,8.6,9.4847245611035
2010-04-07,15.65,100.0,100.0,61.0,2.81,978.9,18.14,3.9,7.6,8.170679286326198
2010-04-08,7.52,93.0,100.0,90.0,0.35,988.3,9.94,6.9,1.0,7.605918747922567
2010-04-09,3.27,0.0,72.0,0.0,0.0,994.1,12.64,3.8,2.5,4.243819034784589
2010-04-10,10.66,0.0,0.0,2.0,0.0,996.8,18.84,3.8,5.8,6.774215821775979
2010-04-11,13.12,31.0,96.0,99.0,1.65,998.6,20.64,2.6,3.9,4.294182110716777
2010-04-12,13.54,56.0,57.0,1.0,0.0,1000.6,21.84,-1.5,3.5,4.4045431091090474
2010-04-13,14.04,74.0,5.0,5.0,0.0,998.4,24.34,3.3,3.8,3.8470768123342687
2010-04-14,13.79,49.0,24.0,0.0,0.0,1001.6,24.84,1.3,4.1,4.6173585522460785
2010-04-15,14.45,15.0,21.0,1.0,0.0,998.9,24.84,4.6,5.0,6.594694837519017
2010-04-16,14.77,100.0,92.0,101.0,2.4,993.5,18.04,6.3,4.1,6.777905281132218
2010-04-17,3.29,100.0,3.0,0.0,0.0,995.2,13.44,3.0,-1.3,5.745432968889292
2010-04-18,4.74,97.0,0.0,0.0,0.0,996.1,14.34,0.6,-1.0,3.40587727318528
2010-04-19,7.06,101.0,22.0,76.0,0.0,995.7,15.94,-0.9,-0.7,2.758622844826744
2010-04-20,6.93,100.0,66.0,101.0,0.0,991.6,17.44,-0.4,-1.0,2.7802877548915688
2010-04-21,7.23,101.0,79.0,39.0,0.0,986.0,19.54,1.2,0.0,2.549509756796392
2010-04-22,11.43,100.0,70.0,100.0,0.56,985.4,20.14,2.7,2.1,2.7658633371878665
2010-04-23,12.92,100.0,100.0,100.0,10.37,982.7,13.84,-1.4,3.3,8.158431221748456
2010-04-24,15.97,100.0,100.0,100.0,6.22,979.1,18.34,0.3,4.4,7.306161783043133
2010-04-25,12.9,100.0,100.0,100.0,4.45,969.2,14.64,9.8,8.5,11.543396380615196
2010-04-26,7.76,97.0,100.0,95.0,0.25,979.4,15.04,3.8,-2.8,7.170076708097341
2010-04-27,5.0,94.0,80.0,100.0,0.17,986.8,12.94,0.3,-1.8,5.597320787662611
2010-04-28,8.07,96.0,12.0,23.0,0.0,988.4,15.84,0.4,3.3,4.022437072223752
2010-04-29,13.52,99.0,1.0,88.0,0.0,985.2,21.54,1.3,9.9,9.912618221237013
2010-04-30,17.83,73.0,100.0,13.0,0.08,977.2,21.54,1.3,8.6,8.600581375697807
2010-05-01,18.73,100.0,100.0,96.0,20.27,979.2,24.34,3.7,8.9,9.192388155425117
2010-05-02,17.21,84.0,101.0,54.0,8.3,983.0,20.34,4.4,6.9,6.987131027825368
2010-05-03,14.95,2.0,9.0,43.0,0.98,985.9,21.94,6.2,5.8,7.2201108024738785
2010-05-04,13.41,3.0,8.0,29.0,0.0,987.3,21.84,2.3,6.2,6.514598989960933
2010-05-05,14.35,0.0,81.0,91.0,0.18,985.9,22.44,5.5,5.5,5.544366510251645
2010-05-06,11.14,8.0,1.0,2.0,0.0,990.1,19.74,3.6,1.4,3.862641583165593
2010-05-07,18.66,100.0,100.0,82.0,3.85,983.2,21.64,6.1,5.7,6.4513564465157245
2010-05-08,5.24,1.0,100.0,2.0,0.05,998.0,8.94,7.8,-1.2,7.907591289387685
2010-05-09,3.71,97.0,6.0,100.0,0.0,1001.0,14.94,1.9,1.0,2.9529646120466806
2010-05-10,7.11,101.0,100.0,100.0,2.23,1000.0,14.54,-2.0,5.0,7.849203781276161
2010-05-11,16.05,100.0,100.0,97.0,19.47,988.8,19.24,6.1,8.5,9.047651629014018
2010-05-12,20.11,100.0,100.0,17.0,1.47,989.6,20.94,0.7,3.9,4.205948168962618
2010-05-13,20.16,100.0,101.0,36.0,5.55,990.4,25.04,5.6,6.0,6.847627326307997
2010-05-14,14.66,100.0,100.0,100.0,5.43,997.9,19.84,4.6,-0.1,5.015974481593781
2010-05-15,12.96,100.0,2.0,96.0,0.11,998.7,19.94,-0.1,-0.2,3.921734310225516
2010-05-16,12.16,100.0,101.0,100.0,1.22,995.3,15.14,-3.5,-1.3,5.727128425310543
2010-05-17,10.52,100.0,100.0,100.0,10.95,989.2,11.84,1.0,-2.3,5.930430001273095
2010-05-18,10.3,74.0,101.0,100.0,1.79,987.8,11.74,1.7,-3.4,5.721887800367987
2010-05-19,12.52,100.0,100.0,2.0,0.1,989.5,19.04,0.0,1.5,5.325410782277738
2010-05-20,13.92,100.0,99.0,100.0,10.24,989.9,15.54,-2.5,3.5,6.260990336999412
2010-05-21,18.1,100.0,100.0,78.0,7.74,984.6,21.34,4.5,4.5,5.7306195127577615
2010-05-22,19.31,78.0,101.0,0.0,0.09,988.6,25.34,3.1,3.1,3.228002478313795
2010-05-23,23.31,2.0,1.0,0.0,0.0,989.5,29.94,0.5,4.7,4.72652091923859
2010-05-24,22.88,19.0,0.0,3.0,1.57,991.6,29.54,-0.6,3.0,3.6619666847201113
2010-05-25,21.35,30.0,2.0,0.0,2.49,991.9,28.14,-1.0,1.8,2.906888370749727
2010-05-26,21.17,77.0,5.0,0.0,2.8,990.6,28.84,1.2,1.9,2.080865204668481
2010-05-27,19.19,64.0,3.0,0.0,0.77,990.0,25.64,-0.4,-0.6,5.470831746635972
2010-05-28,15.93,1.0,0.0,0.0,0.0,990.1,23.54,-0.6,-2.6,4.4147480109288235
2010-05-29,20.69,23.0,0.0,0.0,0.05,987.9,28.34,-1.3,1.2,2.9017236257093817
2010-05-30,21.41,59.0,0.0,0.0,2.92,987.1,29.04,0.4,2.4,2.758622844826744
2010-05-31,21.99,101.0,2.0,54.0,6.88,986.9,26.74,2.4,2.3,2.5
2010-06-01,20.02,100.0,11.0,1.0,0.0,987.1,29.14,2.0,2.5,2.9154759474226504
2010-06-02,23.57,100.0,56.0,73.0,5.17,983.1,30.54,3.4,6.6,6.618912297349165
2010-06-03,20.26,100.0,100.0,77.0,6.44,983.1,27.24,2.6,0.6,3.689173349139344
2010-06-04,21.79,100.0,2.0,6.0,0.63,983.4,29.24,3.5,3.3,4.810405388322279
2010-06-05,22.64,100.0,26.0,87.0,5.26,981.2,28.24,4.3,4.0,4.949747468305833
2010-06-06,21.98,98.0,99.0,34.0,2.04,988.6,23.14,4.8,2.2,6.981403870282824
2010-06-07,15.9,24.0,38.0,100.0,1.5,990.5,21.84,1.8,0.4,2.0591260281974
2010-06-08,16.25,100.0,100.0,98.0,15.44,990.3,17.04,-1.1,4.4,5.622277118748238
2010-06-09,22.02,100.0,100.0,80.0,0.38,987.8,26.04,4.8,5.0,5.366563145999495
2010-06-10,15.57,101.0,100.0,100.0,0.23,989.8,18.34,2.2,2.5,3.264965543462901
2010-06-11,22.0,100.0,98.0,8.0,0.8,986.8,29.74,0.8,6.4,6.449806198638839
2010-06-12,25.94,100.0,100.0,66.0,4.57,988.0,31.34,4.8,2.9,5.280151512977634
2010-06-13,24.7,100.0,11.0,6.0,2.85,988.3,29.84,3.9,3.2,3.920459156782532
2010-06-14,24.74,100.0,92.0,15.0,5.7,986.1,29.54,2.8,3.3,3.395585369269929
2010-06-15,24.01,100.0,86.0,61.0,6.3,987.1,27.14,3.8,5.9,6.168468205316454
2010-06-16,20.89,52.0,6.0,31.0,0.06,990.0,26.34,3.9,0.6,4.1436698710201325
2010-06-17,20.83,5.0,3.0,1.0,0.0,991.6,28.34,0.9,2.0,2.5
2010-06-18,24.6,28.0,3.0,1.0,0.94,989.4,31.74,2.3,4.6,5.142956348249516
2010-06-19,23.41,93.0,22.0,37.0,0.92,990.9,32.74,3.3,4.7,5.371219600798313
2010-06-20,23.13,100.0,9.0,77.0,1.8,991.8,29.24,-0.1,1.4,4.1436698710201325
2010-06-21,21.59,101.0,22.0,11.0,1.38,985.5,23.04,-2.6,6.0,6.539113089708726
2010-06-22,26.45,77.0,55.0,24.0,1.57,989.1,33.24,4.2,3.6,4.8373546489791295
2010-06-23,24.46,44.0,36.0,100.0,2.62,989.7,32.54,5.5,4.8,6.860029154456997
2010-06-24,22.79,95.0,72.0,50.0,6.3,991.4,26.54,3.8,-0.1,4.527692569068709
2010-06-25,22.24,97.0,2.0,0.0,0.0,991.7,27.64,0.0,2.6,2.6076809620810595
2010-06-26,25.84,87.0,5.0,3.0,0.0,987.2,32.54,4.4,4.0,5.1623637996561245
2010-06-27,25.47,97.0,12.0,33.0,2.66,982.1,29.74,4.3,4.9,6.080296045424105
2010-06-28,22.79,101.0,31.0,63.0,1.52,985.4,27.24,3.2,0.7,4.686149805543993
2010-06-29,17.9,87.0,83.0,0.0,0.0,993.6,24.04,0.3,-0.9,3.569313659514949
2010-06-30,17.03,44.0,99.0,0.0,0.0,997.4,23.54,-1.4,0.5,3.4176014981270133
2010-07-01,16.87,54.0,0.0,3.0,0.0,999.7,24.14,-1.7,0.8,2.823118842698621
2010-07-02,18.5,0.0,0.0,0.0,0.0,997.9,25.74,-1.6,2.0,2.720294101747089
2010-07-03,21.52,2.0,0.0,0.0,0.0,992.7,28.34,0.1,3.1,3.1
2010-07-04,23.33,100.0,91.0,41.0,1.41,988.9,30.54,4.3,3.8,4.661544808322667
2010-07-05,21.27,100.0,55.0,31.0,0.01,989.1,30.14,1.4,5.4,5.458937625582472
2010-07-06,24.41,3.0,55.0,57.0,0.0,989.9,31.54,0.7,3.4,3.471310991541956
2010-07-07,22.98,28.0,11.0,7.0,0.06,991.3,32.44,0.6,2.5,2.758622844826744
2010-07-08,24.11,100.0,83.0,97.0,4.33,989.7,26.34,3.4,1.5,3.4234485537247377
2010-07-09,22.45,100.0,19.0,98.0,1.71,987.9,26.34,0.3,-1.9,4.310452412450461
2010-07-10,20.82,0.0,79.0,2.0,0.09,989.6,29.34,0.3,-0.3,2.3086792761230392
2010-07-11,19.64,100.0,7.0,89.0,0.57,987.1,28.74,1.3,2.5,2.5179356624028344
2010-07-12,24.22,100.0,62.0,98.0,5.21,982.0,27.44,0.3,2.5,2.596150997149434
2010-07-13,23.33,99.0,2.0,62.0,1.08,986.0,28.54,-0.9,0.1,2.3194827009486403
2010-07-14,25.3,10.0,0.0,1.0,0.0,989.5,31.84,0.8,2.8,2.9966648127543394
2010-07-15,26.43,100.0,7.0,2.0,0.96,988.5,32.44,1.9,3.6,3.6013886210738213
2010-07-16,24.54,48.0,5.0,8.0,0.53,990.1,30.04,1.6,0.7,2.9410882339705484
2010-07-17,24.97,1.0,4.0,6.0,0.0,988.2,31.24,2.1,2.4,2.6
2010-07-18,26.29,100.0,5.0,90.0,2.09,986.5,32.44,4.3,4.5,6.010823570859487
2010-07-19,23.53,98.0,7.0,86.0,0.0,986.3,31.54,2.4,3.3,3.624913792078372
2010-07-20,26.59,100.0,66.0,71.0,5.19,987.4,31.04,3.9,3.1,5.6435804238089835
2010-07-21,26.44,100.0,82.0,91.0,4.91,989.8,30.04,1.9,2.8,3.383784863137726
2010-07-22,26.05,100.0,4.0,88.0,3.27,989.9,29.44,0.9,4.6,4.6389654018972815
2010-07-23,26.28,69.0,6.0,5.0,0.86,987.0,32.84,4.4,5.3,5.597320787662611
2010-07-24,26.62,71.0,82.0,23.0,1.4,986.4,33.14,5.3,4.8,6.1220911460055865
2010-07-25,24.48,100.0,99.0,97.0,6.11,991.0,26.24,2.6,0.1,4.162931659299728
2010-07-26,21.12,100.0,91.0,45.0,0.0,992.9,28.74,-1.7,0.9,2.555386467836128
2010-07-27,26.26,98.0,99.0,8.0,0.97,991.0,32.14,1.9,2.1,2.831960451701259
2010-07-28,26.42,34.0,2.0,2.0,1.92,988.9,31.14,3.3,2.6,3.5805027579936315
2010-07-29,23.46,35.0,4.0,0.0,0.14,991.1,29.44,1.7,-1.3,2.9154759474226504
2010-07-30,18.14,93.0,28.0,63.0,0.0,990.1,28.74,-2.0,0.9,2.751363298439521
2010-07-31,23.69,47.0,56.0,1.0,1.25,985.6,29.84,2.7,2.8,3.1384709652950438
2010-08-01,21.66,16.0,2.0,0.0,0.0,986.7,29.94,0.7,-0.8,2.6925824035672523
2010-08-02,22.29,40.0,0.0,49.0,0.0,988.7,31.84,0.9,1.7,1.9026297590440449
2010-08-03,24.82,85.0,0.0,1.0,1.58,987.2,37.14,3.0,2.9,3.3541019662496847
2010-08-04,26.05,100.0,0.0,1.0,3.47,984.7,35.14,2.9,1.1,3.712142238654117
2010-08-05,22.27,67.0,2.0,70.0,0.02,985.7,31.84,1.6,-1.8,3.014962686336267
2010-08-06,18.94,25.0,0.0,0.0,0.0,987.9,28.04,0.8,-1.6,3.20624390837628
2010-08-07,22.32,0.0,0.0,0.0,0.0,988.3,29.74,1.4,1.7,1.746424919657298
2010-08-08,20.07,96.0,0.0,0.0,0.0,986.6,32.84,2.3,3.4,3.78021163428716
2010-08-09,26.68,99.0,0.0,0.0,0.0,987.2,34.74,1.2,2.9,2.9017236257093817
2010-08-10,26.08,98.0,0.0,26.0,3.47,987.5,37.14,1.9,2.7,2.7459060435491964
2010-08-11,23.9,99.0,0.0,4.0,2.65,985.7,36.04,2.6,1.9,2.6019223662515376
2010-08-12,23.73,9.0,0.0,0.0,0.01,983.7,35.94,1.7,0.8,2.549509756796392
2010-08-13,21.33,2.0,0.0,0.0,0.0,983.3,35.74,-0.3,2.5,2.9154759474226504
2010-08-14,23.32,100.0,1.0,5.0,1.29,983.5,35.94,1.4,3.8,3.984971769034255
2010-08-15,22.41,34.0,1.0,0.0,2.79,988.1,32.54,3.2,0.6,4.596737973824482
2010-08-16,15.89,5.0,0.0,0.0,0.0,992.2,29.04,1.3,-0.2,3.1780497164141406
2010-08-17,16.77,100.0,0.0,96.0,0.3,992.4,29.94,1.3,0.8,3.7013511046643495
2010-08-18,17.43,97.0,0.0,90.0,0.0,991.0,31.34,-0.7,0.4,3.3600595232822887
2010-08-19,19.43,67.0,0.0,0.0,0.0,986.6,33.64,1.4,1.9,2.3021728866442674
2010-08-20,16.09,97.0,1.0,0.0,0.0,985.3,34.94,0.1,4.0,4.001249804748512
2010-08-21,22.75,100.0,72.0,75.0,5.66,985.0,32.24,4.3,4.8,5.020956084253277
2010-08-22,20.52,0.0,8.0,0.0,0.0,990.8,31.84,-0.3,-2.2,4.085339643163099
2010-08-23,16.56,0.0,1.0,0.0,0.0,990.6,30.74,-1.3,-1.6,3.1906112267087634
2010-08-24,17.86,98.0,9.0,2.0,0.0,989.4,30.74,0.7,-0.1,2.912043955712207
2010-08-25,18.05,75.0,2.0,34.0,0.0,992.4,27.04,1.1,-2.7,5.0009999000199965
2010-08-26,12.1,0.0,0.0,0.0,0.0,995.3,26.44,-0.3,-0.1,3.3136083051561784
2010-08-27,12.15,0.0,0.0,0.0,0.0,993.8,29.94,-0.8,1.6,2.720294101747089
2010-08-28,14.07,0.0,0.0,0.0,0.0,992.7,32.14,0.4,3.1,3.114482300479488
2010-08-29,17.68,0.0,31.0,0.0,0.0,993.4,34.24,0.2,4.7,4.767598976424087
2010-08-30,19.97,9.0,58.0,6.0,0.1,995.2,31.24,1.0,5.5,5.508175741568165
2010-08-31,20.19,0.0,0.0,0.0,0.0,993.0,33.24,0.9,5.3,5.375872022286245
2010-09-01,22.99,100.0,65.0,87.0,4.13,988.4,28.84,2.8,3.8,3.8470768123342687
2010-09-02,22.26,99.0,99.0,98.0,11.31,986.7,29.04,2.8,4.8,5.1623637996561245
2010-09-03,20.95,99.0,83.0,60.0,0.15,988.4,21.74,6.1,0.5,6.389053137985313
2010-09-04,9.99,0.0,1.0,0.0,0.0,991.0,20.34,4.9,-0.3,5.162363799656123
2010-09-05,11.86,38.0,0.0,0.0,0.0,989.9,24.94,2.1,3.5,3.6400549446402586
2010-09-06,10.67,97.0,0.0,52.0,0.28,988.0,28.84,1.0,7.1,7.1344235926947865
2010-09-07,14.33,96.0,0.0,0.0,1.22,991.3,25.24,6.2,5.2,6.2801273872430325
2010-09-08,11.25,99.0,0.0,0.0,0.0,993.9,23.84,2.9,-1.0,3.4132096331752027
2010-09-09,10.67,99.0,0.0,0.0,0.0,991.8,23.84,-1.3,0.8,3.3541019662496843
2010-09-10,13.1,100.0,11.0,86.0,0.0,987.4,21.64,-2.7,2.9,4.780167361086848
2010-09-11,19.73,100.0,93.0,98.0,10.31,987.4,22.54,2.9,2.1,3.7536648758246915
2010-09-12,13.5,0.0,0.0,0.0,0.0,992.6,26.14,4.0,1.1,4.001249804748512
2010-09-13,15.01,40.0,3.0,0.0,0.0,991.4,27.84,4.2,1.6,4.201190307520002
2010-09-14,18.1,95.0,0.0,9.0,0.08,992.1,28.94,2.4,1.5,2.6907248094147422
2010-09-15,15.79,98.0,0.0,74.0,0.27,992.1,28.74,0.9,3.3,3.3060550509633075
2010-09-16,18.41,99.0,97.0,81.0,21.08,988.9,19.94,6.7,4.7,6.726812023536855
2010-09-17,12.37,54.0,0.0,0.0,0.0,992.1,24.84,1.3,2.2,2.4738633753705965
2010-09-18,17.49,95.0,0.0,28.0,0.23,993.0,28.54,1.8,2.5,4.045985664828781
2010-09-19,16.96,90.0,95.0,12.0,0.6,994.4,25.54,0.2,-1.7,3.4655446902326914
2010-09-20,18.52,38.0,91.0,0.0,0.0,992.8,28.84,-0.5,2.7,3.023243291566195
2010-09-21,18.6,93.0,0.0,38.0,0.0,987.3,31.54,4.6,5.2,5.903388857258175
2010-09-22,20.24,98.0,0.0,96.0,4.07,989.5,29.54,2.8,3.1,3.4655446902326914
2010-09-23,18.59,98.0,0.0,0.0,2.29,990.0,31.04,3.9,6.5,7.494664769020694
2010-09-24,18.79,99.0,79.0,99.0,3.34,990.8,23.84,5.9,5.9,6.198386886924694
2010-09-25,11.13,100.0,1.0,99.0,1.82,993.4,20.14,2.4,-1.7,4.792702786528704
