Date,TMAX(C),TMIN(C),WMAX(M/s),PREC(mm}
2012-02-28,11.11111111111111,-5.0,8.04672,0.5
2012-02-29,18.88888888888889,2.7777777777777777,17.43456,2.0
2012-03-01,11.666666666666666,1.1111111111111112,6.7056,0.0
2012-03-02,13.88888888888889,0.5555555555555556,15.19936,17.8
2012-03-03,0.5555555555555556,-3.3333333333333335,10.28192,0.0
2012-03-04,3.888888888888889,-5.0,7.15264,0.0
2012-03-05,2.2222222222222223,-7.777777777777778,8.9408,0.3
2012-03-06,20.0,0.0,14.75232,0.0
2012-03-07,20.0,9.444444444444445,17.43456,0.0
2012-03-08,16.11111111111111,-1.1111111111111112,11.176,3.9
2012-03-09,7.222222222222222,-3.3333333333333335,9.38784,0.0
2012-03-10,14.444444444444445,-3.888888888888889,9.38784,0.0
2012-03-11,20.0,-1.1111111111111112,9.83488,0.3
2012-03-12,25.0,11.666666666666666,15.19936,1.4000000000000001
2012-03-13,25.555555555555557,4.444444444444445,4.91744,0.0
2012-03-14,27.77777777777778,11.666666666666666,9.83488,0.0
2012-03-15,26.666666666666668,15.555555555555555,10.28192,0.0
2012-03-16,26.666666666666668,12.777777777777779,7.15264,0.0
2012-03-17,26.666666666666668,10.0,7.59968,6.199999999999999
2012-03-18,26.666666666666668,12.777777777777779,8.04672,0.0
2012-03-19,27.22222222222222,15.555555555555555,10.28192,0.0
2012-03-20,28.88888888888889,15.555555555555555,11.62304,0.0
2012-03-21,29.444444444444443,14.444444444444445,9.38784,0.0
2012-03-22,24.444444444444443,14.444444444444445,7.15264,0.0
2012-03-23,20.555555555555557,8.88888888888889,5.81152,5.8999999999999995
2012-03-24,19.444444444444443,8.88888888888889,5.81152,0.3
2012-03-25,22.22222222222222,10.555555555555555,5.81152,0.0
2012-03-26,11.666666666666666,6.111111111111111,9.38784,0.0
2012-03-27,23.88888888888889,3.888888888888889,11.176,0.0
2012-03-28,25.555555555555557,10.0,10.28192,0.0
2012-03-29,15.0,6.111111111111111,6.7056,0.5
2012-03-30,25.0,8.333333333333334,10.72896,0.0
2012-03-31,17.77777777777778,6.111111111111111,5.81152,0.0
2012-04-01,29.444444444444443,11.11111111111111,7.15264,7.199999999999999
2012-04-02,24.444444444444443,13.333333333333334,8.9408,0.0
2012-04-03,30.555555555555557,10.0,7.59968,0.0
2012-04-04,21.666666666666668,8.88888888888889,9.38784,0.0
2012-04-05,16.11111111111111,3.888888888888889,9.38784,0.0
2012-04-06,17.22222222222222,1.6666666666666667,7.15264,0.0
2012-04-07,18.88888888888889,1.1111111111111112,8.04672,0.0
2012-04-08,20.0,5.0,7.59968,0.0
2012-04-09,20.0,5.555555555555555,12.96416,0.0
2012-04-10,12.777777777777779,0.5555555555555556,11.176,0.0
2012-04-11,13.88888888888889,-2.7777777777777777,6.25856,0.0
2012-04-12,16.666666666666668,0.0,4.02336,0.0
2012-04-13,16.666666666666668,2.2222222222222223,8.04672,0.6
2012-04-14,18.333333333333332,11.11111111111111,9.38784,10.8
2012-04-15,25.0,16.666666666666668,13.4112,3.0
2012-04-16,16.666666666666668,7.222222222222222,12.96416,11.899999999999999
2012-04-17,18.333333333333332,5.0,3.12928,0.0
2012-04-18,22.77777777777778,4.444444444444445,7.15264,0.0
2012-04-19,26.11111111111111,10.0,10.72896,0.0
2012-04-20,16.11111111111111,5.0,8.9408,4.3
2012-04-21,12.777777777777779,4.444444444444445,7.15264,0.0
2012-04-22,13.88888888888889,1.6666666666666667,11.62304,0.0
2012-04-23,16.11111111111111,0.5555555555555556,9.83488,0.0
2012-04-24,20.0,3.888888888888889,6.25856,0.0
2012-04-25,25.555555555555557,7.777777777777778,8.9408,0.0
2012-04-26,22.77777777777778,3.888888888888889,9.83488,0.0
2012-04-27,15.0,1.6666666666666667,9.38784,0.0
2012-04-28,14.444444444444445,7.777777777777778,10.72896,1.6
2012-04-29,14.444444444444445,7.777777777777778,7.59968,5.8
2012-04-30,21.666666666666668,13.333333333333334,7.59968,10.399999999999999
2012-05-01,25.0,12.777777777777779,7.59968,12.3
2012-05-02,28.88888888888889,16.666666666666668,10.28192,0.0
2012-05-03,30.555555555555557,18.88888888888889,12.96416,0.0
2012-05-04,27.22222222222222,16.11111111111111,7.15264,0.5
2012-05-05,31.11111111111111,13.333333333333334,6.25856,0.0
2012-05-06,33.333333333333336,17.22222222222222,8.04672,0.0
2012-05-07,23.333333333333332,13.88888888888889,9.38784,7.3
2012-05-08,22.77777777777778,11.11111111111111,9.38784,0.3
2012-05-09,21.11111111111111,8.88888888888889,8.04672,0.0
2012-05-10,21.666666666666668,5.555555555555555,4.4704,0.0
2012-05-11,25.555555555555557,7.777777777777778,6.7056,0.0
2012-05-12,25.0,12.777777777777779,6.7056,0.0
2012-05-13,26.11111111111111,11.11111111111111,8.04672,0.0
2012-05-14,27.77777777777778,13.88888888888889,5.81152,0.0
2012-05-15,29.444444444444443,10.555555555555555,8.04672,0.0
2012-05-16,24.444444444444443,11.11111111111111,8.9408,0.0
2012-05-17,26.11111111111111,9.444444444444445,6.25856,0.0
2012-05-18,30.0,8.88888888888889,4.91744,0.0
2012-05-19,33.333333333333336,15.555555555555555,6.7056,0.0
2012-05-20,33.888888888888886,18.333333333333332,8.9408,8.2
2012-05-21,18.88888888888889,10.555555555555555,8.04672,0.0
2012-05-22,24.444444444444443,8.333333333333334,9.38784,0.0
2012-05-23,28.333333333333332,9.444444444444445,6.25856,0.0
2012-05-24,32.22222222222222,13.88888888888889,11.62304,0.0
2012-05-25,32.22222222222222,21.666666666666668,5.81152,0.0
2012-05-26,34.44444444444444,19.444444444444443,9.38784,0.0
2012-05-27,35.0,22.22222222222222,7.15264,0.0
2012-05-28,33.888888888888886,21.11111111111111,9.83488,0.0
2012-05-29,28.333333333333332,17.22222222222222,7.15264,2.6999999999999997
2012-05-30,25.0,11.666666666666666,8.9408,0.0
2012-05-31,17.77777777777778,11.11111111111111,10.28192,12.0
2012-06-01,17.77777777777778,10.0,8.9408,0.0
2012-06-02,21.666666666666668,7.777777777777778,9.38784,2.3
2012-06-03,27.22222222222222,10.555555555555555,6.7056,0.3
2012-06-04,21.666666666666668,14.444444444444445,6.25856,2.8999999999999995
2012-06-05,24.444444444444443,13.333333333333334,8.9408,0.0
2012-06-06,25.0,11.666666666666666,6.25856,0.0
2012-06-07,27.77777777777778,11.666666666666666,3.12928,0.0
2012-06-08,29.444444444444443,13.333333333333334,4.4704,0.0
2012-06-09,30.555555555555557,14.444444444444445,5.81152,0.0
2012-06-10,31.11111111111111,16.666666666666668,9.38784,0.0
2012-06-11,27.77777777777778,18.88888888888889,11.62304,4.6
2012-06-12,26.11111111111111,15.0,8.04672,0.0
2012-06-13,25.555555555555557,11.11111111111111,4.91744,0.0
2012-06-14,29.444444444444443,12.777777777777779,5.81152,0.0
2012-06-15,31.666666666666668,13.333333333333334,4.91744,0.0
2012-06-16,32.77777777777778,17.77777777777778,10.72896,0.0
2012-06-17,28.88888888888889,20.555555555555557,4.91744,3.5999999999999996
2012-06-18,31.666666666666668,21.666666666666668,9.83488,0.0
2012-06-19,31.666666666666668,21.11111111111111,7.59968,0.0
2012-06-20,31.666666666666668,21.11111111111111,7.59968,0.0
2012-06-21,28.88888888888889,17.77777777777778,8.9408,4.1
2012-06-22,28.333333333333332,14.444444444444445,4.02336,0.0
2012-06-23,28.88888888888889,15.0,2.68224,0.0
2012-06-24,30.0,17.22222222222222,2.68224,0.0
2012-06-25,27.22222222222222,15.555555555555555,8.04672,0.0
2012-06-26,27.77777777777778,11.666666666666666,5.81152,0.0
2012-06-27,31.11111111111111,12.777777777777779,6.7056,0.0
2012-06-28,36.666666666666664,18.333333333333332,7.15264,0.0
2012-06-29,37.22222222222222,22.77777777777778,5.81152,0.0
2012-06-30,32.77777777777778,21.11111111111111,6.7056,0.0
2012-07-01,32.77777777777778,22.22222222222222,4.91744,0.0
2012-07-02,36.111111111111114,21.11111111111111,5.81152,0.0
2012-07-03,33.888888888888886,20.0,4.02336,0.0
2012-07-04,35.55555555555556,22.22222222222222,4.02336,0.0
2012-07-05,37.77777777777778,21.11111111111111,4.91744,0.0
2012-07-06,37.77777777777778,22.22222222222222,3.57632,0.0
2012-07-07,37.77777777777778,23.88888888888889,5.81152,0.0
2012-07-08,30.555555555555557,20.555555555555557,8.04672,0.0
2012-07-09,31.666666666666668,20.0,4.91744,0.0
2012-07-10,31.666666666666668,20.555555555555557,7.59968,0.0
2012-07-11,32.22222222222222,18.88888888888889,5.81152,0.0
2012-07-12,33.888888888888886,17.77777777777778,4.4704,0.0
2012-07-13,32.77777777777778,17.77777777777778,3.57632,0.0
2012-07-14,27.77777777777778,18.88888888888889,5.81152,0.0
2012-07-15,32.22222222222222,19.444444444444443,4.02336,0.0
2012-07-16,33.888888888888886,21.666666666666668,4.4704,0.0
2012-07-17,34.44444444444444,22.22222222222222,4.91744,0.0
2012-07-18,37.22222222222222,22.22222222222222,4.4704,0.0
2012-07-19,35.55555555555556,23.333333333333332,8.04672,0.0
2012-07-20,28.333333333333332,20.0,6.25856,0.0
2012-07-21,31.666666666666668,16.666666666666668,3.12928,0.0
2012-07-22,33.333333333333336,18.88888888888889,4.4704,0.0
2012-07-23,36.666666666666664,22.77777777777778,6.25856,0.0
2012-07-24,33.888888888888886,23.88888888888889,4.4704,0.0
2012-07-25,37.77777777777778,22.77777777777778,6.25856,0.0
2012-07-26,31.11111111111111,19.444444444444443,6.7056,0.0
2012-07-27,31.11111111111111,17.22222222222222,8.9408,0.0
2012-07-28,30.555555555555557,16.11111111111111,5.81152,0.0
2012-07-29,30.0,15.0,3.57632,0.0
2012-07-30,32.22222222222222,17.77777777777778,4.02336,0.0
2012-07-31,35.55555555555556,19.444444444444443,8.04672,0.0
2012-08-01,32.77777777777778,18.333333333333332,5.81152,0.0
2012-08-02,35.55555555555556,15.555555555555555,6.7056,0.0
2012-08-03,33.888888888888886,18.333333333333332,4.91744,0.0
2012-08-04,34.44444444444444,22.22222222222222,8.04672,0.0
2012-08-05,29.444444444444443,18.88888888888889,6.7056,17.6
2012-08-06,30.555555555555557,16.11111111111111,2.68224,0.0
2012-08-07,33.888888888888886,14.444444444444445,3.12928,0.0
2012-08-08,34.44444444444444,17.77777777777778,8.04672,1.0
2012-08-09,31.666666666666668,18.88888888888889,6.25856,2.9000000000000004
2012-08-10,25.555555555555557,12.222222222222221,8.04672,0.0
2012-08-11,26.666666666666668,9.444444444444445,6.7056,0.0
2012-08-12,27.22222222222222,12.222222222222221,3.57632,0.0
2012-08-13,21.666666666666668,17.22222222222222,4.02336,8.7
2012-08-14,27.22222222222222,15.555555555555555,4.02336,0.0
2012-08-15,30.0,14.444444444444445,4.02336,0.0
2012-08-16,23.88888888888889,17.22222222222222,14.30528,28.900000000000002
2012-08-17,23.88888888888889,11.666666666666666,4.4704,0.3
2012-08-18,25.0,10.0,2.68224,0.0
2012-08-19,25.0,12.777777777777779,4.4704,0.0
2012-08-20,26.11111111111111,11.11111111111111,4.4704,0.0
2012-08-21,27.22222222222222,11.666666666666666,4.4704,0.0
2012-08-22,30.555555555555557,11.666666666666666,3.57632,0.0
2012-08-23,32.22222222222222,14.444444444444445,4.4704,0.0
2012-08-24,33.888888888888886,15.555555555555555,3.57632,0.0
2012-08-25,33.333333333333336,16.11111111111111,7.15264,0.0
2012-08-26,30.555555555555557,17.77777777777778,7.15264,20.4
2012-08-27,30.0,17.77777777777778,6.7056,1.3
2012-08-28,30.0,16.666666666666668,3.57632,0.0
2012-08-29,30.0,16.666666666666668,3.12928,0.0
2012-08-30,33.333333333333336,15.555555555555555,4.91744,0.0
2012-08-31,29.444444444444443,18.88888888888889,4.91744,1.6
2012-09-01,27.77777777777778,22.77777777777778,7.15264,63.59999999999999
2012-09-02,25.0,22.22222222222222,7.59968,3.3
2012-09-03,30.0,21.666666666666668,6.25856,0.6
2012-09-04,32.77777777777778,19.444444444444443,2.68224,0.0
2012-09-05,27.22222222222222,19.444444444444443,8.04672,2.6
2012-09-06,31.11111111111111,17.77777777777778,3.57632,0.3
2012-09-07,23.88888888888889,16.11111111111111,7.59968,22.5
2012-09-08,21.666666666666668,12.222222222222221,7.15264,0.3
2012-09-09,22.77777777777778,12.222222222222221,6.25856,0.0
2012-09-10,25.555555555555557,8.88888888888889,3.12928,0.0
2012-09-11,28.333333333333332,11.11111111111111,6.25856,0.0
2012-09-12,30.555555555555557,13.88888888888889,5.81152,0.0
2012-09-13,28.88888888888889,15.0,8.9408,0.0
2012-09-14,22.77777777777778,11.666666666666666,6.25856,7.3999999999999995
2012-09-15,25.0,9.444444444444445,3.12928,0.0
2012-09-16,26.666666666666668,10.0,4.4704,0.0
2012-09-17,25.555555555555557,12.222222222222221,5.81152,2.6
2012-09-18,18.333333333333332,5.0,8.04672,0.0
2012-09-19,22.22222222222222,3.888888888888889,8.9408,0.0
2012-09-20,24.444444444444443,8.88888888888889,6.25856,0.0
2012-09-21,25.555555555555557,8.333333333333334,8.04672,26.700000000000003
2012-09-22,15.555555555555555,4.444444444444445,10.72896,0.3
2012-09-23,18.333333333333332,3.3333333333333335,6.25856,0.0
2012-09-24,21.666666666666668,1.6666666666666667,7.59968,0.0
2012-09-25,21.11111111111111,12.777777777777779,7.59968,6.8999999999999995
2012-09-26,22.77777777777778,15.0,7.59968,1.1
2012-09-27,23.88888888888889,13.333333333333334,6.25856,0.0
2012-09-28,22.22222222222222,10.0,5.81152,0.0
2012-09-29,25.0,7.777777777777778,4.4704,0.0
2012-09-30,22.22222222222222,9.444444444444445,6.25856,0.0
2012-10-01,17.77777777777778,10.0,4.91744,0.0
2012-10-02,16.666666666666668,12.222222222222221,7.59968,7.3999999999999995
2012-10-03,22.22222222222222,12.777777777777779,6.25856,0.6
2012-10-04,27.22222222222222,10.555555555555555,10.28192,0.5
2012-10-05,10.555555555555555,2.2222222222222223,5.81152,19.599999999999998
2012-10-06,11.11111111111111,0.0,6.7056,0.0
2012-10-07,10.0,-0.5555555555555556,4.4704,0.0
2012-10-08,14.444444444444445,-2.2222222222222223,8.04672,0.0
2012-10-09,18.333333333333332,5.0,9.83488,0.0
2012-10-10,12.222222222222221,0.0,7.59968,0.3
2012-10-11,17.77777777777778,1.1111111111111112,8.9408,0.0
2012-10-12,16.11111111111111,6.666666666666667,8.04672,0.0
2012-10-13,20.0,7.777777777777778,8.9408,2.3
2012-10-14,22.22222222222222,9.444444444444445,16.09344,1.4
2012-10-15,16.666666666666668,5.0,7.15264,0.0
2012-10-16,22.77777777777778,3.3333333333333335,11.176,0.0
2012-10-17,20.0,11.666666666666666,11.176,13.1
2012-10-18,13.88888888888889,6.666666666666667,11.62304,1.4
2012-10-19,10.0,7.777777777777778,8.04672,14.8
2012-10-20,13.88888888888889,6.111111111111111,4.91744,0.8
2012-10-21,22.22222222222222,3.888888888888889,6.7056,0.0
2012-10-22,20.0,16.11111111111111,8.04672,15.8
2012-10-23,21.11111111111111,16.11111111111111,7.59968,5.8999999999999995
2012-10-24,25.555555555555557,15.0,7.15264,0.0
2012-10-25,25.555555555555557,7.222222222222222,12.51712,12.399999999999999
2012-10-26,9.444444444444445,2.7777777777777777,9.38784,0.8
2012-10-27,10.555555555555555,1.1111111111111112,8.04672,0.0
2012-10-28,10.0,1.1111111111111112,8.9408,0.0
2012-10-29,11.666666666666666,0.5555555555555556,9.38784,0.0
2012-10-30,10.0,2.2222222222222223,12.51712,0.0
2012-10-31,10.0,-1.6666666666666667,9.83488,0.0
2012-11-01,13.333333333333334,-2.7777777777777777,6.7056,0.0
2012-11-02,10.555555555555555,0.5555555555555556,6.7056,0.0
2012-11-03,5.555555555555555,-1.1111111111111112,6.7056,3.5999999999999996
2012-11-04,8.88888888888889,-1.1111111111111112,4.02336,0.0
2012-11-05,7.777777777777778,-1.1111111111111112,4.91744,0.0
2012-11-06,7.222222222222222,-1.1111111111111112,3.57632,2.8999999999999995
2012-11-07,7.222222222222222,3.888888888888889,4.4704,0.0
2012-11-08,9.444444444444445,2.2222222222222223,4.4704,0.0
2012-11-09,17.22222222222222,2.2222222222222223,8.9408,0.0
2012-11-10,23.333333333333332,11.11111111111111,11.62304,0.0
2012-11-11,19.444444444444443,6.111111111111111,15.19936,12.2
2012-11-12,5.0,-1.6666666666666667,10.28192,7.1
2012-11-13,5.0,-4.444444444444445,3.57632,0.0
2012-11-14,6.111111111111111,-2.7777777777777777,4.91744,0.0
2012-11-15,8.333333333333334,-3.888888888888889,2.68224,0.0
2012-11-16,11.11111111111111,-1.6666666666666667,3.12928,0.0
2012-11-17,12.777777777777779,-2.2222222222222223,4.4704,0.0
2012-11-18,15.0,-1.1111111111111112,4.02336,0.0
2012-11-19,14.444444444444445,1.1111111111111112,5.81152,0.0
2012-11-20,15.555555555555555,8.333333333333334,3.57632,0.0
2012-11-21,16.11111111111111,2.2222222222222223,4.02336,0.0
2012-11-22,16.11111111111111,6.666666666666667,10.72896,2.3
2012-11-23,6.666666666666667,-6.111111111111111,15.19936,0.3
2012-11-24,-1.1111111111111112,-5.0,6.25856,0.0
2012-11-25,7.777777777777778,-1.1111111111111112,7.15264,0.0
2012-11-26,6.666666666666667,-1.6666666666666667,6.7056,0.0
2012-11-27,2.7777777777777777,-7.222222222222222,4.4704,0.0
2012-11-28,8.333333333333334,-6.111111111111111,4.4704,0.0
2012-11-29,11.666666666666666,-2.7777777777777777,8.9408,0.0
2012-11-30,15.555555555555555,1.6666666666666667,7.59968,0.0
2012-12-01,17.22222222222222,1.1111111111111112,9.83488,0.0
2012-12-02,19.444444444444443,11.666666666666666,8.04672,0.0
2012-12-03,21.666666666666668,14.444444444444445,12.96416,0.0
2012-12-04,15.555555555555555,2.7777777777777777,7.15264,6.5
2012-12-05,7.222222222222222,0.5555555555555556,5.81152,0.0
2012-12-06,10.0,-1.1111111111111112,4.4704,0.0
2012-12-07,8.333333333333334,6.111111111111111,6.7056,8.299999999999999
2012-12-08,7.222222222222222,3.888888888888889,6.25856,0.3
2012-12-09,10.0,3.888888888888889,7.59968,7.6
2012-12-10,3.888888888888889,-2.2222222222222223,8.9408,0.0
2012-12-11,1.6666666666666667,-6.666666666666667,7.59968,0.0
2012-12-12,6.666666666666667,-6.111111111111111,4.4704,0.0
2012-12-13,7.777777777777778,-1.6666666666666667,9.38784,0.0
2012-12-14,10.555555555555555,-1.6666666666666667,4.02336,0.0
2012-12-15,11.666666666666666,3.3333333333333335,9.83488,6.2
2012-12-16,10.555555555555555,3.888888888888889,7.59968,0.0
2012-12-17,3.888888888888889,1.6666666666666667,4.4704,1.5
2012-12-18,8.333333333333334,1.1111111111111112,10.72896,0.0
2012-12-19,6.111111111111111,1.6666666666666667,9.83488,1.6
2012-12-20,11.666666666666666,-3.888888888888889,20.56384,20.100000000000005
2012-12-21,-2.7777777777777777,-8.88888888888889,15.19936,0.8
2012-12-22,0.0,-11.666666666666666,4.91744,0.0
2012-12-23,2.7777777777777777,-5.555555555555555,5.81152,0.0
2012-12-24,0.0,-2.7777777777777777,8.04672,0.0
2012-12-25,2.2222222222222223,-2.7777777777777777,8.9408,0.0
2012-12-26,0.0,-2.2222222222222223,12.96416,0.0
2012-12-27,-0.5555555555555556,-2.7777777777777777,4.91744,0.0
2012-12-28,0.0,-1.6666666666666667,4.91744,0.0
2012-12-29,-0.5555555555555556,-8.88888888888889,9.83488,0.0
2012-12-30,2.2222222222222223,-10.0,7.59968,0.0
2012-12-31,1.6666666666666667,-5.0,7.15264,2.4
2013-01-01,-5.555555555555555,-13.88888888888889,6.25856,0.0
2013-01-02,-5.555555555555555,-16.666666666666668,6.25856,0.0
2013-01-03,-0.5555555555555556,-10.0,7.15264,0.0
2013-01-04,0.0,-12.222222222222221,8.04672,0.0
2013-01-05,1.1111111111111112,-8.333333333333334,6.7056,0.0
2013-01-06,1.6666666666666667,-8.88888888888889,10.28192,0.0
2013-01-07,2.7777777777777777,-9.444444444444445,9.38784,0.0
2013-01-08,6.666666666666667,-3.888888888888889,6.7056,0.0
2013-01-09,10.0,-2.2222222222222223,6.7056,0.0
2013-01-10,8.88888888888889,-2.2222222222222223,7.15264,5.199999999999999
2013-01-11,13.333333333333334,9.444444444444445,9.83488,5.3
2013-01-12,13.88888888888889,0.0,10.72896,18.9
2013-01-13,0.0,-8.88888888888889,8.9408,1.6
2013-01-14,-3.888888888888889,-10.0,4.4704,0.0
2013-01-15,-1.6666666666666667,-9.444444444444445,6.25856,0.0
2013-01-16,2.2222222222222223,-7.777777777777778,8.9408,0.0
2013-01-17,2.2222222222222223,-7.222222222222222,8.04672,0.0
2013-01-18,3.888888888888889,-7.777777777777778,12.96416,0.0
2013-01-19,11.11111111111111,1.1111111111111112,12.51712,0.0
2013-01-20,2.2222222222222223,-7.222222222222222,12.51712,0.0
2013-01-21,-7.222222222222222,-14.444444444444445,11.62304,0.0
2013-01-22,-9.444444444444445,-16.11111111111111,8.9408,0.0
2013-01-23,0.5555555555555556,-11.666666666666666,11.176,0.0
2013-01-24,-3.888888888888889,-13.333333333333334,8.9408,0.0
2013-01-25,1.1111111111111112,-7.222222222222222,7.15264,0.8999999999999999
2013-01-26,0.0,-10.555555555555555,4.91744,0.0
2013-01-27,6.111111111111111,-6.666666666666667,8.9408,2.2
2013-01-28,13.333333333333334,6.111111111111111,9.83488,1.3
2013-01-29,16.11111111111111,11.11111111111111,11.176,15.5
2013-01-30,12.222222222222221,-5.0,13.85824,6.8999999999999995
2013-01-31,-3.888888888888889,-13.88888888888889,13.4112,0.0
2013-02-01,-6.111111111111111,-15.555555555555555,10.28192,0.0
2013-02-02,-1.6666666666666667,-10.0,7.59968,1.0
2013-02-03,-2.7777777777777777,-8.88888888888889,10.72896,0.0
2013-02-04,5.555555555555555,-6.111111111111111,7.59968,0.0
2013-02-05,4.444444444444445,-5.555555555555555,8.9408,0.0
2013-02-06,5.555555555555555,-2.2222222222222223,5.81152,0.0
2013-02-07,11.666666666666666,-1.1111111111111112,10.28192,4.3999999999999995
2013-02-08,1.1111111111111112,-2.7777777777777777,10.72896,0.0
2013-02-09,4.444444444444445,-1.6666666666666667,5.81152,0.0
2013-02-10,10.555555555555555,1.1111111111111112,12.96416,12.5
2013-02-11,6.111111111111111,-1.6666666666666667,14.30528,0.0
2013-02-12,1.1111111111111112,-5.0,4.4704,0.0
2013-02-13,9.444444444444445,-2.7777777777777777,7.59968,0.0
2013-02-14,7.222222222222222,-0.5555555555555556,11.62304,0.0
2013-02-15,1.1111111111111112,-5.0,8.9408,0.0
2013-02-16,-2.2222222222222223,-8.88888888888889,8.04672,0.0
2013-02-17,2.2222222222222223,-11.666666666666666,6.25856,0.0
2013-02-18,12.222222222222221,-1.6666666666666667,13.85824,9.399999999999999
2013-02-19,-1.6666666666666667,-7.777777777777778,14.30528,0.0
2013-02-20,-3.888888888888889,-12.777777777777779,7.59968,0.0
2013-02-21,-0.5555555555555556,-9.444444444444445,12.51712,3.8
2013-02-22,1.6666666666666667,-2.7777777777777777,8.9408,0.8999999999999999
2013-02-23,-2.2222222222222223,-7.777777777777778,5.81152,0.0
2013-02-24,1.6666666666666667,-9.444444444444445,3.57632,0.0
2013-02-25,6.666666666666667,-3.888888888888889,8.9408,0.0
2013-02-26,2.2222222222222223,0.5555555555555556,11.176,31.3
2013-02-27,1.1111111111111112,0.0,9.38784,0.6
2013-02-28,2.7777777777777777,-0.5555555555555556,8.04672,0.0
2013-03-01,-0.5555555555555556,-3.3333333333333335,7.59968,0.3
2013-03-02,-0.5555555555555556,-6.666666666666667,7.59968,0.0
2013-03-03,1.1111111111111112,-8.88888888888889,3.57632,0.0
2013-03-04,1.6666666666666667,-3.3333333333333335,10.28192,0.0
2013-03-05,2.2222222222222223,-2.2222222222222223,13.85824,5.699999999999999
2013-03-06,-0.5555555555555556,-2.7777777777777777,11.62304,0.0
2013-03-07,1.1111111111111112,-2.7777777777777777,4.4704,0.0
2013-03-08,6.111111111111111,-4.444444444444445,6.7056,0.0
2013-03-09,10.555555555555555,1.1111111111111112,9.83488,0.3
2013-03-10,15.0,8.88888888888889,9.83488,3.0
2013-03-11,9.444444444444445,0.0,10.72896,0.3
2013-03-12,5.555555555555555,-2.2222222222222223,13.85824,0.5
2013-03-13,1.6666666666666667,-4.444444444444445,9.83488,0.0
2013-03-14,4.444444444444445,-6.666666666666667,6.7056,0.0
2013-03-15,13.333333333333334,-2.2222222222222223,4.4704,0.0
2013-03-16,5.555555555555555,0.5555555555555556,10.28192,0.0
2013-03-17,5.0,0.0,8.9408,0.0
2013-03-18,4.444444444444445,-2.7777777777777777,13.85824,1.4000000000000001
2013-03-19,5.555555555555555,-5.555555555555555,11.62304,0.0
2013-03-20,-1.1111111111111112,-6.666666666666667,12.51712,0.0
2013-03-21,1.6666666666666667,-10.0,5.81152,0.0
2013-03-22,6.666666666666667,-7.777777777777778,3.12928,0.0
2013-03-23,10.0,0.5555555555555556,8.9408,0.0
2013-03-24,1.1111111111111112,-1.1111111111111112,10.72896,7.5
2013-03-25,1.1111111111111112,-2.2222222222222223,11.176,0.8999999999999999
2013-03-26,2.2222222222222223,-1.6666666666666667,6.7056,0.0
2013-03-27,3.888888888888889,-3.3333333333333335,4.02336,0.0
2013-03-28,7.222222222222222,-5.0,3.12928,0.0
2013-03-29,12.777777777777779,0.5555555555555556,3.57632,0.0
2013-03-30,13.333333333333334,0.5555555555555556,7.15264,0.0
2013-03-31,16.11111111111111,3.888888888888889,9.38784,0.0
2013-04-01,7.222222222222222,-2.7777777777777777,8.9408,0.0
2013-04-02,8.88888888888889,-5.0,7.15264,0.0
2013-04-03,9.444444444444445,-4.444444444444445,6.25856,0.0
2013-04-04,14.444444444444445,-1.6666666666666667,3.57632,0.0
2013-04-05,16.11111111111111,1.1111111111111112,6.7056,0.0
2013-04-06,22.77777777777778,3.888888888888889,16.54048,0.0
2013-04-07,22.77777777777778,7.222222222222222,9.83488,0.0
2013-04-08,23.333333333333332,13.88888888888889,11.62304,0.5
2013-04-09,25.0,13.333333333333334,14.30528,0.0
2013-04-10,22.22222222222222,7.777777777777778,10.28192,16.8
2013-04-11,14.444444444444445,3.888888888888889,9.38784,6.999999999999999
2013-04-12,6.666666666666667,2.7777777777777777,11.62304,0.0
2013-04-13,10.555555555555555,3.888888888888889,10.28192,0.0
2013-04-14,23.333333333333332,5.555555555555555,11.62304,1.1
2013-04-15,18.88888888888889,8.88888888888889,9.83488,4.999999999999999
2013-04-16,11.11111111111111,7.222222222222222,7.59968,24.5
2013-04-17,22.77777777777778,7.222222222222222,8.9408,2.4
2013-04-18,21.11111111111111,5.0,13.4112,44.69999999999999
2013-04-19,5.0,1.6666666666666667,12.51712,0.3
2013-04-20,7.777777777777778,-0.5555555555555556,4.4704,0.0
2013-04-21,12.777777777777779,1.1111111111111112,7.59968,0.0
2013-04-22,20.0,3.3333333333333335,7.15264,0.0
2013-04-23,14.444444444444445,4.444444444444445,8.9408,9.8
2013-04-24,8.88888888888889,2.7777777777777777,8.9408,4.3999999999999995
2013-04-25,12.777777777777779,2.2222222222222223,10.72896,0.0
2013-04-26,16.666666666666668,2.2222222222222223,8.04672,0.0
2013-04-27,16.666666666666668,6.666666666666667,8.04672,9.399999999999999
2013-04-28,15.555555555555555,11.11111111111111,5.81152,3.8999999999999995
2013-04-29,22.22222222222222,7.222222222222222,9.38784,0.3
2013-04-30,28.333333333333332,13.333333333333334,8.9408,0.0
2013-05-01,28.333333333333332,12.777777777777779,6.7056,0.0
2013-05-02,26.11111111111111,8.88888888888889,9.38784,6.1
2013-05-03,21.666666666666668,7.777777777777778,9.83488,1.1
2013-05-04,16.666666666666668,12.222222222222221,7.59968,3.5999999999999996
2013-05-05,18.88888888888889,11.666666666666666,6.7056,2.8
2013-05-06,20.555555555555557,12.222222222222221,6.25856,0.0
